Date,Stock,Open,Close,Low,High,Volume,Adj Close,Currency
1999-01-22,NVDA,0.4375,0.4101560115814209,0.38802099227905273,0.4882810115814209,271468800.0,0.3766297996044159,USD
1999-01-25,NVDA,0.44270798563957214,0.453125,0.4101560115814209,0.45833298563957214,51048000.0,0.4160865247249603,USD
1999-01-26,NVDA,0.45833298563957214,0.4179689884185791,0.41145798563957214,0.46744799613952637,34320000.0,0.3838041424751282,USD
1999-01-27,NVDA,0.41927099227905273,0.41666701436042786,0.39583298563957214,0.4296880066394806,24436800.0,0.382608562707901,USD
1999-01-28,NVDA,0.41666701436042786,0.4153650104999542,0.4127599895000458,0.41927099227905273,22752000.0,0.3814130425453186,USD
1999-01-29,NVDA,0.4153650104999542,0.39583298563957214,0.39583298563957214,0.41666701436042786,24403200.0,0.36347755789756775,USD
1999-02-01,NVDA,0.39583298563957214,0.40364599227905273,0.39583298563957214,0.40625,15470400.0,0.3706517815589905,USD
1999-02-02,NVDA,0.39583298563957214,0.37239599227905273,0.36067700386047363,0.40625,26409600.0,0.34195634722709656,USD
1999-02-03,NVDA,0.3671880066394806,0.38020798563957214,0.36458298563957214,0.38541701436042786,7512000.0,0.34912973642349243,USD
1999-02-04,NVDA,0.38541701436042786,0.40104201436042786,0.38020798563957214,0.41145798563957214,18192000.0,0.36826080083847046,USD
1999-02-05,NVDA,0.40755200386047363,0.4127599895000458,0.3971349895000458,0.41666701436042786,13684800.0,0.3790208399295807,USD
1999-02-08,NVDA,0.4153650104999542,0.3984380066394806,0.3984380066394806,0.41666701436042786,15408000.0,0.3658696115016937,USD
1999-02-09,NVDA,0.40625,0.3828130066394806,0.37760400772094727,0.40885400772094727,8697600.0,0.35152173042297363,USD
1999-02-10,NVDA,0.3828130066394806,0.3789060115814209,0.37239599227905273,0.39322900772094727,14822400.0,0.3479342460632324,USD
1999-02-11,NVDA,0.38020798563957214,0.41145798563957214,0.38020798563957214,0.42708298563957214,13224000.0,0.37782537937164307,USD
1999-02-12,NVDA,0.41666701436042786,0.43489599227905273,0.41666701436042786,0.4375,10972800.0,0.39934754371643066,USD
1999-02-16,NVDA,0.44270798563957214,0.4375,0.39322900772094727,0.4609380066394806,21100800.0,0.4017386734485626,USD
1999-02-17,NVDA,0.42708298563957214,0.4140630066394806,0.40625,0.43229201436042786,6772800.0,0.38021740317344666,USD
1999-02-18,NVDA,0.42708298563957214,0.42057299613952637,0.40885400772094727,0.43229201436042786,7070400.0,0.3861953914165497,USD
1999-02-19,NVDA,0.41666701436042786,0.43489599227905273,0.41145798563957214,0.44270798563957214,7536000.0,0.39934754371643066,USD
1999-02-22,NVDA,0.44270798563957214,0.4375,0.4140630066394806,0.44791701436042786,20524800.0,0.4017386734485626,USD
1999-02-23,NVDA,0.44791701436042786,0.45833298563957214,0.421875,0.46744799613952637,13809600.0,0.42086878418922424,USD
1999-02-24,NVDA,0.5260419845581055,0.49479201436042786,0.48307299613952637,0.546875,61276800.0,0.4543476402759552,USD
1999-02-25,NVDA,0.515625,0.47916701436042786,0.47135400772094727,0.53125,14913600.0,0.4399997591972351,USD
1999-02-26,NVDA,0.484375,0.4570310115814209,0.453125,0.5,17260800.0,0.4196731746196747,USD
1999-03-01,NVDA,0.46875,0.4596349895000458,0.4375,0.47916701436042786,9216000.0,0.42206430435180664,USD
1999-03-02,NVDA,0.45833298563957214,0.45572900772094727,0.44791701436042786,0.4609380066394806,5524800.0,0.4184775650501251,USD
1999-03-03,NVDA,0.45833298563957214,0.42447900772094727,0.421875,0.45833298563957214,6139200.0,0.38978204131126404,USD
1999-03-04,NVDA,0.4453130066394806,0.4153650104999542,0.41145798563957214,0.44791701436042786,5736000.0,0.3814130425453186,USD
